Glucose_exchange_input,Glutamine_exchange_input,G6P_input,FBP_input,G3P_input,PEP_input,lac_exchange_input,gln_input,glu_input,HK_knockdown,solution_output,g6p_change,fbp_change,g3p_change,pep_change,lac_change,gln_change,glu_change
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.0985985985985986,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.0990990990990991,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.0995995995995996,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.1001001001001,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.100600600600601,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.101101101101101,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.101601601601602,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.102102102102102,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.102602602602603,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.103103103103103,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.103603603603604,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.104104104104104,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.104604604604605,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.105105105105105,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.105605605605606,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.106106106106106,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.106606606606607,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.107107107107107,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.107607607607608,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.108108108108108,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.108608608608609,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.109109109109109,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.10960960960961,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.11011011011011,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.110610610610611,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.111111111111111,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.111611611611612,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.112112112112112,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.112612612612613,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.113113113113113,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.113613613613614,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.114114114114114,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.114614614614615,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.115115115115115,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.115615615615616,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.116116116116116,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.116616616616617,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.117117117117117,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.117617617617618,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.118118118118118,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.118618618618619,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.119119119119119,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.11961961961962,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.12012012012012,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.120620620620621,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.121121121121121,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.121621621621622,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.122122122122122,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.122622622622623,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.123123123123123,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.123623623623624,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.124124124124124,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.124624624624625,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.125125125125125,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.125625625625626,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.126126126126126,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.126626626626627,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.127127127127127,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.127627627627628,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.128128128128128,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.128628628628629,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.129129129129129,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.12962962962963,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.13013013013013,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.130630630630631,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.131131131131131,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.131631631631632,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.132132132132132,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.132632632632633,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.133133133133133,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.133633633633634,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.134134134134134,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.134634634634635,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.135135135135135,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.135635635635636,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.136136136136136,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.136636636636637,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.137137137137137,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.137637637637638,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.138138138138138,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.138638638638639,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.139139139139139,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.13963963963964,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.14014014014014,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.140640640640641,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.141141141141141,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.141641641641642,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.142142142142142,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.142642642642643,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.143143143143143,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.143643643643644,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.144144144144144,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.144644644644645,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.145145145145145,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.145645645645646,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.146146146146146,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.146646646646647,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.147147147147147,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.147647647647648,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.148148148148148,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.148648648648649,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.149149149149149,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.14964964964965,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.15015015015015,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.150650650650651,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.151151151151151,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.151651651651652,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.152152152152152,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.152652652652653,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.153153153153153,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.153653653653654,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.154154154154154,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.154654654654655,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.155155155155155,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.155655655655656,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.156156156156156,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.156656656656657,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.157157157157157,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.157657657657658,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.158158158158158,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.158658658658659,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.159159159159159,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.15965965965966,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.16016016016016,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.160660660660661,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.161161161161161,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.161661661661662,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.162162162162162,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.162662662662663,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.163163163163163,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.163663663663664,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.164164164164164,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.164664664664665,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.165165165165165,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.165665665665666,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.166166166166166,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.166666666666667,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.167167167167167,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.167667667667668,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.168168168168168,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.168668668668669,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.169169169169169,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.16966966966967,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.17017017017017,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.170670670670671,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.171171171171171,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.171671671671672,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.172172172172172,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.172672672672673,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.173173173173173,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.173673673673674,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.174174174174174,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.174674674674675,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.175175175175175,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.175675675675676,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.176176176176176,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.176676676676677,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.177177177177177,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.177677677677678,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.178178178178178,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.178678678678679,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.179179179179179,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.17967967967968,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.18018018018018,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.180680680680681,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.181181181181181,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.181681681681682,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.182182182182182,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.182682682682683,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.183183183183183,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.183683683683684,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.184184184184184,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.184684684684685,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.185185185185185,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.185685685685686,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.186186186186186,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.186686686686687,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.187187187187187,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.187687687687688,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.188188188188188,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.188688688688689,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.189189189189189,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.18968968968969,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.19019019019019,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.190690690690691,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.191191191191191,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.191691691691692,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.192192192192192,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.192692692692693,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.193193193193193,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.193693693693694,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.194194194194194,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.194694694694695,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.195195195195195,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.195695695695696,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.196196196196196,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.196696696696697,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.197197197197197,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.197697697697698,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.198198198198198,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.198698698698699,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.199199199199199,0,0,0,0,0,0,0,0
0.223,0.003,3.87,0.62,0.54,0.54,6.4,0.56,0.88,0.1996996996997,0,0,0,0,0,0,0,0
